"Last updated","Type","Suburb","Venue","Date and time of exposure","Health advice"
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Rockdale","The Roll Japanese RestaurantShop 8/10 King Street","4:30pm to 4:45pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Carlingford","Tong Li Supermarket CarlingfordPennant Hills Road and Carlingford Road","3:30pm to 3:45pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Carlingford","Woolworths CarlingfordCarlingford Court, Pennant Hills Road and Carlingford Road","4:20pm to 4:40pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Carlingford","Ximi VoguePennant Hills Road and Carlingford Road","3:40pm to 3:55pm on Wednesday 7 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Get tested immediately. Self-isolate until you get a negative result.","Greenacre","Your Discount Chemist GreenacreShop 1/19 Boronia Road","1:55pm to 2:05pm on Tuesday 6 July 20212pm to 2:15pm on Monday 5 July 2021","Anyone who attended this venue is a casual contact and must get tested and self-isolate until they receive a negative result. If your date of exposure at this venue occurred in last 4 days, you must get another test on day 5 from the date of exposure. Wear a mask around others and limit your movements until you get another negative result.  You should continue to monitor for symptoms and if any symptoms occur, get tested again."
"10/07/2021","Monitor for symptoms.","Ultimo","Broadway Shopping Centre1 Bay Street","11:30am to 1:30pm on Thursday 8 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"10/07/2021","Monitor for symptoms.","Punchbowl","The Broadway Plaza Punchbowl1 Broadway Plaza","8:50am to 9:50am on Thursday 8 July 2021","Anyone who attended this venue must monitor for symptoms and if they occur get tested immediately and self-isolate until you receive a negative result."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","Bankstown","Beacon Lighting Home Central 967 Chapel Road","8am to 9:30am on Thursday 8 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","Homebush","Decode Group Construction Excavation site136-144 Parramatta Road","7am to 3pm on Wednesday 7 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","Tempe","IKEA Tempe634-726 Princes Highway","10am to 9pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","Liverpool","Speed Medical Practice2 Speed Street","11:15am to 1:45pm on Wednesday 7 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","St Andrews","St Andrews PharmacyShop 4-5/91 Ballantrae Drive","8:30am to 3:30pm on Wednesday 7 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
"09/07/2021","Get tested immediately and self-isolate for 14 days.","Revesby","Terry White Chemist RevesbyShop 16/19-29 Marco Avenue","8am to 3pm on Tuesday 6 July 2021","Anyone who attended this venue is a close contact and must immediately get tested and self-isolate for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health."
